applicant_id,age,annual_income,employment_years,loan_amount,loan_term_months,credit_score,debt_to_income,num_prior_defaults,home_ownership,loan_purpose,defaulted
A300199,42,35500.0,3.4,19700,48,850.0,0.193,2,mortgage,debt_consolidation,1
A300779,68,127700.0,3.0,13800,36,782.0,0.158,0,OWN,home_improvement,0
A300045,37,138800.0,4.7,12500,36,641.0,0.243,0,MORTGAGE,debt_consolidation,0
A301213,30,69200.0,4.4,8400,12,618.0,0.229,0,MORTGAGE,debt_consolidation,0
A300540,65,69000.0,1.5,18700,12,626.0,0.166,0,RENT,debt_consolidation,0
A301058,59,42600.0,6.3,22500,36,651.0,0.257,0,MORTGAGE,other,1
A300137,59,59600.0,14.2,13400,48,771.0,0.245,0,RENT,major_purchase,0
A301028,67,61800.0,4.6,8700,36,725.0,0.317,0,RENT,major_purchase,0
A301472,37,50500.0,4.9,7900,48,570.0,0.165,0,RENT,other,0
A300533,47,118200.0,10.0,12600,48,646.0,0.178,1,MORTGAGE,debt_consolidation,0
A301101,41,31500.0,8.1,7600,24,626.0,0.406,0,mortgage,debt_consolidation,0
A301207,52,55900.0,6.7,32300,12,546.0,0.18,0,MORTGAGE,major_purchase,1
A301106,46,44200.0,3.1,18300,60,755.0,0.332,0,MORTGAGE,other,0
A301343,43,66000.0,8.3,13400,48,654.0,0.558,1,RENT,debt_consolidation,1
A301094,36,94400.0,5.8,26500,24,698.0,0.487,1,RENT,medical,1
A300381,34,104400.0,2.8,13900,24,766.0,0.345,0,MORTGAGE,home_improvement,0
A300205,22,49600.0,18.3,14900,36,652.0,0.193,0,MORTGAGE,other,0
A301138,51,81900.0,6.1,33700,36,691.0,0.134,0,RENT,debt_consolidation,0
A301330,46,73100.0,5.9,12000,48,,0.403,0,rent,debt_consolidation,1
A301578,49,20600.0,2.4,14200,36,689.0,0.507,0,RENT,major_purchase,1
A300638,23,61300.0,4.0,7700,12,675.0,0.229,0,MORTGAGE,home_improvement,0
A300884,32,24100.0,4.8,9500,24,672.0,0.318,0,RENT,debt_consolidation,0
A300448,21,47700.0,3.7,32000,60,803.0,0.438,0,MORTGAGE,debt_consolidation,0
A300510,35,104800.0,5.9,6800,36,701.0,0.138,0,MORTGAGE,major_purchase,0
A300423,26,125100.0,6.7,7800,48,710.0,0.387,0,OWN,debt_consolidation,0
A300006,34,35700.0,1.2,15400,36,623.0,0.322,2,MORTGAGE,debt_consolidation,1
A300097,27,52200.0,5.7,18100,12,732.0,0.157,0,MORTGAGE,debt_consolidation,0
A300410,53,105600.0,5.0,18400,24,613.0,0.532,2,RENT,debt_consolidation,0
A300158,35,111000.0,21.0,5100,12,667.0,0.2,0,MORTGAGE,home_improvement,0
A300564,43,117600.0,6.5,8400,12,639.0,0.399,0,MORTGAGE,major_purchase,0
A300640,64,61500.0,8.3,4100,48,656.0,0.524,1,MORTGAGE,debt_consolidation,0
A301313,68,29900.0,4.1,7300,36,625.0,0.31,0,MORTGAGE,major_purchase,0
A301071,27,37600.0,11.5,5800,24,604.0,0.274,0,rent,debt_consolidation,0
A300746,21,74400.0,5.1,11800,24,675.0,0.313,0,RENT,other,0
A300032,64,77300.0,10.9,8400,36,570.0,0.529,0,MORTGAGE,other,1
A301100,22,74500.0,4.5,8000,36,651.0,0.22,0,RENT,debt_consolidation,0
A300156,59,68500.0,2.9,15500,48,727.0,0.174,0,MORTGAGE,debt_consolidation,0
A300521,29,39400.0,4.4,13500,60,655.0,0.243,0,RENT,other,1
A300982,67,35000.0,6.4,7700,36,663.0,0.445,0,RENT,debt_consolidation,0
A300334,64,60300.0,9.0,16300,24,731.0,0.237,0,MORTGAGE,major_purchase,0
A300837,31,52200.0,4.4,26400,36,650.0,0.316,1,MORTGAGE,debt_consolidation,0
A300490,30,122700.0,9.5,10300,48,629.0,0.205,0,OWN,debt_consolidation,0
A301290,60,52100.0,6.9,9300,24,699.0,0.223,0,RENT,debt_consolidation,0
A301004,33,89400.0,1.9,12200,24,706.0,0.111,0,RENT,other,0
A300258,37,20600.0,10.6,33500,48,638.0,0.36,1,OWN,home_improvement,1
A300171,51,110800.0,8.2,22300,48,736.0,0.382,0,RENT,debt_consolidation,0
A301486,61,,3.9,10900,36,701.0,0.36,0,RENT,medical,0
A300593,59,98100.0,1.8,5100,36,,0.331,0,MORTGAGE,major_purchase,0
A300547,47,67200.0,4.8,17200,48,597.0,0.329,1,OWN,debt_consolidation,0
A300236,66,,10.4,18700,60,797.0,0.119,0,MORTGAGE,debt_consolidation,0
A300384,24,42600.0,12.9,32600,36,595.0,0.124,0,OWN,home_improvement,0
A300748,35,,1.5,14800,12,611.0,0.327,0,OWN,medical,0
A301315,27,89200.0,6.9,9900,36,750.0,0.169,0,OWN,other,0
A300023,31,37400.0,19.0,15900,24,,0.151,0,MORTGAGE,home_improvement,0
A301314,34,31800.0,4.9,9500,24,721.0,0.372,1,RENT,home_improvement,0
A300622,41,37100.0,3.1,18100,24,655.0,0.328,1,OWN,other,0
A300994,39,82800.0,9.0,9600,36,757.0,0.127,0,RENT,home_improvement,0
A301370,51,72000.0,14.9,14900,60,647.0,0.238,0,MORTGAGE,major_purchase,0
A300406,28,38700.0,1.4,14100,48,657.0,0.147,2,RENT,home_improvement,0
A300939,54,63500.0,6.3,17800,60,591.0,0.218,0,MORTGAGE,debt_consolidation,1
A300545,31,87900.0,6.9,17000,36,713.0,0.225,0,MORTGAGE,medical,0
A301439,50,113500.0,9.6,10300,24,767.0,0.255,0,RENT,other,0
A301150,50,45900.0,9.2,14100,12,644.0,0.334,0,rent,major_purchase,0
A300681,48,43500.0,4.0,14500,36,838.0,0.246,0,MORTGAGE,debt_consolidation,1
A300895,61,89900.0,7.2,10800,36,,0.303,2,RENT,home_improvement,1
A300153,66,51900.0,6.5,9500,36,640.0,0.238,0,RENT,home_improvement,0
A300122,60,93200.0,5.7,11000,24,710.0,0.216,0,MORTGAGE,major_purchase,0
A300120,56,54800.0,12.5,13100,36,738.0,0.181,1,MORTGAGE,medical,0
A300846,57,83900.0,5.1,16400,24,629.0,0.395,0,OWN,debt_consolidation,0
A300600,44,49100.0,3.1,7600,60,760.0,0.279,0,MORTGAGE,other,0
A300463,60,48100.0,3.1,19500,36,792.0,0.28,0,RENT,home_improvement,0
A301333,65,74700.0,2.1,23200,60,637.0,0.258,0,RENT,home_improvement,0
A301068,30,51300.0,15.6,23000,36,623.0,0.197,0,MORTGAGE,other,0
A301417,37,,0.9,42300,24,520.0,0.149,0,mortgage,debt_consolidation,1
A300586,38,66700.0,9.2,18300,24,,0.265,0,MORTGAGE,other,0
A300946,38,59100.0,10.3,9700,24,660.0,0.246,0,OWN,debt_consolidation,0
A301254,61,151200.0,1.2,11500,48,648.0,0.323,0,MORTGAGE,debt_consolidation,0
A301237,31,34400.0,3.0,26800,48,644.0,0.133,1,rent,debt_consolidation,1
A300522,29,63800.0,1.4,18400,12,705.0,0.175,0,RENT,debt_consolidation,0
A300197,33,63400.0,4.1,17500,36,715.0,0.139,1,OWN,home_improvement,0
A300150,49,28200.0,2.5,15000,36,699.0,0.311,0,mortgage,debt_consolidation,0
A300528,32,42800.0,10.1,9200,60,695.0,0.428,0,MORTGAGE,medical,1
A300690,44,67700.0,6.4,17600,24,667.0,0.257,0,RENT,home_improvement,1
A300180,32,68800.0,2.5,11800,24,710.0,0.171,1,RENT,major_purchase,0
A300992,60,50300.0,16.8,4900,36,539.0,0.123,0,MORTGAGE,debt_consolidation,0
A301482,39,43300.0,12.7,6100,36,754.0,0.179,0,RENT,medical,0
A300832,27,170000.0,5.1,5800,48,588.0,0.289,0,RENT,debt_consolidation,0
A301174,44,69500.0,5.2,11400,12,566.0,0.238,0,RENT,medical,0
A300650,66,62900.0,5.2,6100,36,699.0,0.123,1,RENT,major_purchase,0
A300257,27,33300.0,15.1,33300,36,739.0,0.165,0,RENT,medical,1
A301128,47,62300.0,8.1,14400,48,659.0,0.314,0,MORTGAGE,other,1
A301045,64,51000.0,3.1,28000,24,706.0,0.152,0,OWN,debt_consolidation,0
A301436,26,53300.0,10.8,9900,36,739.0,0.316,0,RENT,debt_consolidation,0
A300474,64,36200.0,8.6,24300,48,769.0,0.35,1,mortgage,debt_consolidation,0
A300118,47,48200.0,8.9,9000,24,,0.132,0,MORTGAGE,major_purchase,0
A300178,27,49100.0,5.8,7700,12,595.0,0.213,0,RENT,home_improvement,0
A300686,59,56600.0,11.9,10300,24,671.0,0.245,0,MORTGAGE,debt_consolidation,0
A300297,41,,1.7,13000,36,650.0,0.119,0,OWN,debt_consolidation,0
A301289,41,84700.0,16.6,14100,48,686.0,0.268,0,MORTGAGE,major_purchase,0
A300761,44,22900.0,5.2,10700,48,631.0,0.093,1,MORTGAGE,major_purchase,0
A301500,29,62900.0,12.2,12400,60,636.0,0.313,0,RENT,medical,0
A300109,31,138100.0,2.2,30400,60,848.0,0.121,0,MORTGAGE,home_improvement,0
A301505,43,91800.0,6.0,13700,36,745.0,0.307,0,OWN,major_purchase,0
A300542,66,107400.0,8.6,16700,12,749.0,0.233,0,OWN,debt_consolidation,0
A300935,64,25200.0,2.4,28800,36,599.0,0.288,0,RENT,major_purchase,0
A300649,61,39100.0,7.9,15400,24,662.0,0.262,0,MORTGAGE,home_improvement,0
A300712,56,54400.0,6.9,15800,24,639.0,0.407,0,MORTGAGE,home_improvement,0
A301422,31,47200.0,8.5,11800,24,696.0,0.152,0,OWN,medical,0
A301044,54,34700.0,6.0,15300,36,621.0,0.186,0,MORTGAGE,debt_consolidation,0
A301034,56,86600.0,8.8,15200,12,669.0,0.182,0,MORTGAGE,major_purchase,0
A300732,55,44800.0,12.4,7500,24,765.0,0.332,0,RENT,home_improvement,0
A300917,37,40000.0,4.6,10100,36,835.0,0.17,0,RENT,other,0
A301282,47,58200.0,2.3,8100,36,,0.171,0,RENT,other,0
A300139,45,20500.0,3.6,47300,12,704.0,0.402,0,RENT,debt_consolidation,1
A300223,47,75100.0,3.2,8500,24,792.0,0.396,0,MORTGAGE,debt_consolidation,0
A300075,48,60900.0,3.1,12700,36,554.0,0.373,3,MORTGAGE,medical,1
A300882,39,51900.0,12.3,2400,24,777.0,0.125,0,MORTGAGE,debt_consolidation,0
A301268,51,37700.0,7.4,19400,12,812.0,0.163,0,RENT,major_purchase,0
A300643,65,65000.0,11.8,18200,48,572.0,0.296,0,RENT,other,0
A300588,65,,2.2,12600,24,605.0,0.368,0,MORTGAGE,debt_consolidation,1
A301590,50,33600.0,6.9,7100,48,518.0,0.213,0,OWN,major_purchase,0
A300708,37,55900.0,3.2,17800,24,706.0,0.454,0,OWN,medical,0
A300623,38,82100.0,12.4,17400,48,726.0,0.199,0,MORTGAGE,major_purchase,0
A300723,67,43700.0,9.8,16400,36,607.0,0.36,0,MORTGAGE,debt_consolidation,0
A301393,53,71200.0,2.8,5500,36,720.0,0.122,1,MORTGAGE,debt_consolidation,0
A301197,69,90100.0,3.5,16200,36,693.0,0.304,0,RENT,debt_consolidation,0
A301308,21,63600.0,10.7,13900,24,624.0,0.251,0,RENT,home_improvement,0
A301227,33,80100.0,6.3,12000,12,596.0,0.177,0,MORTGAGE,other,0
A300395,59,89500.0,0.9,24700,12,663.0,0.217,0,rent,debt_consolidation,0
A300839,37,50200.0,7.8,12600,60,611.0,0.51,0,MORTGAGE,home_improvement,0
A301079,40,27300.0,7.1,8100,24,666.0,0.467,0,MORTGAGE,medical,1
A301383,41,53800.0,6.7,9900,48,638.0,0.095,0,MORTGAGE,debt_consolidation,0
A301490,35,115000.0,10.4,10500,36,692.0,0.361,0,RENT,debt_consolidation,0
A300165,32,96900.0,11.0,20800,24,668.0,0.249,0,RENT,debt_consolidation,1
A301579,24,42400.0,1.3,12400,60,783.0,0.361,0,MORTGAGE,medical,0
A300115,47,67800.0,7.2,14200,48,749.0,0.323,0,OWN,debt_consolidation,0
A300682,36,54600.0,9.3,17500,24,747.0,0.331,1,OWN,major_purchase,0
A300310,43,18200.0,7.6,11700,24,596.0,0.177,0,MORTGAGE,home_improvement,0
A301511,24,59200.0,26.4,6500,36,707.0,0.31,0,MORTGAGE,other,0
A300475,57,61500.0,16.5,7200,24,806.0,0.409,0,OWN,other,0
A300420,42,30700.0,5.9,20200,60,,0.432,0,RENT,home_improvement,1
A300554,47,63000.0,2.0,10400,24,647.0,0.095,0,OWN,home_improvement,1
A301371,22,57000.0,13.8,15300,36,655.0,0.084,0,MORTGAGE,other,0
A300218,43,49500.0,2.3,9400,24,707.0,0.268,0,MORTGAGE,debt_consolidation,0
A300211,60,85100.0,11.2,14500,24,759.0,0.26,0,RENT,debt_consolidation,0
A300634,58,56200.0,6.2,9100,24,604.0,0.294,2,MORTGAGE,medical,0
A300054,38,58700.0,1.2,8300,60,681.0,0.231,0,mortgage,debt_consolidation,0
A301078,47,,3.0,6700,24,662.0,0.402,0,MORTGAGE,home_improvement,0
A301231,42,79200.0,20.5,11700,24,731.0,0.303,0,RENT,debt_consolidation,0
A300648,46,54800.0,10.1,24500,12,701.0,0.456,3,MORTGAGE,debt_consolidation,1
A301574,65,121900.0,5.6,11700,36,571.0,0.25,0,RENT,debt_consolidation,0
A301380,39,18800.0,6.8,19100,24,786.0,0.368,0,MORTGAGE,debt_consolidation,0
A301415,48,34400.0,2.9,25900,36,739.0,0.067,0,RENT,home_improvement,0
A300718,42,98100.0,2.3,15300,48,628.0,0.259,0,RENT,medical,0
A301246,66,28700.0,14.8,17200,60,698.0,0.24,0,RENT,debt_consolidation,0
A300147,36,67100.0,9.9,22400,24,759.0,0.348,0,MORTGAGE,debt_consolidation,0
A300953,28,33700.0,1.5,12500,24,661.0,0.142,0,RENT,other,0
A300254,23,39600.0,11.6,32700,36,,0.417,1,OWN,home_improvement,0
A300106,27,39500.0,2.4,8400,12,649.0,0.307,0,RENT,medical,1
A300565,29,62300.0,4.3,14800,24,832.0,0.283,1,RENT,other,0
A300392,59,72900.0,1.6,15200,24,603.0,0.284,0,MORTGAGE,major_purchase,1
A301251,32,82100.0,1.8,24100,36,623.0,0.49,0,RENT,debt_consolidation,0
A300230,57,65400.0,8.9,10000,60,707.0,0.279,0,MORTGAGE,debt_consolidation,0
A300146,61,115100.0,8.8,19200,36,771.0,0.107,0,RENT,debt_consolidation,0
A301541,57,35900.0,8.2,5100,24,732.0,0.338,1,RENT,major_purchase,0
A301019,26,114700.0,7.9,15500,48,715.0,0.473,0,OWN,debt_consolidation,0
A300167,40,69200.0,11.3,23200,36,705.0,0.506,0,MORTGAGE,major_purchase,0
A300956,65,104400.0,2.2,29100,24,579.0,0.395,0,MORTGAGE,debt_consolidation,1
A300052,28,66900.0,1.7,30200,36,683.0,0.315,1,RENT,debt_consolidation,1
A300598,53,38300.0,6.4,7200,12,705.0,0.382,1,RENT,major_purchase,0
A300808,44,107900.0,2.3,10100,36,593.0,0.401,0,RENT,debt_consolidation,0
A301421,29,,12.2,5200,36,620.0,0.187,1,MORTGAGE,debt_consolidation,1
A300399,43,66400.0,10.6,9800,36,723.0,0.368,0,own,home_improvement,0
A301233,62,104300.0,4.9,7800,24,671.0,0.503,0,MORTGAGE,other,0
A300651,41,120100.0,4.4,9000,12,790.0,0.232,0,MORTGAGE,home_improvement,0
A300858,63,65800.0,6.9,12000,48,578.0,0.383,0,MORTGAGE,debt_consolidation,0
A300468,52,40600.0,2.5,23700,48,765.0,0.21,0,MORTGAGE,debt_consolidation,1
A301259,39,36200.0,2.9,10500,48,591.0,0.245,0,MORTGAGE,debt_consolidation,1
A301406,41,57000.0,5.9,13600,48,825.0,0.382,0,RENT,debt_consolidation,0
A300347,27,54900.0,5.3,10800,36,730.0,0.374,0,RENT,debt_consolidation,0
A300280,28,,1.0,17300,12,790.0,0.348,3,RENT,major_purchase,1
A300990,26,123800.0,2.7,15700,24,697.0,0.176,0,MORTGAGE,home_improvement,0
A301298,59,38600.0,2.9,13800,36,706.0,0.183,0,RENT,other,0
A300715,33,54700.0,4.2,25500,24,850.0,0.383,0,OWN,major_purchase,0
A300009,60,73200.0,7.0,14500,24,593.0,0.383,0,OWN,other,0
A300740,59,65800.0,7.4,18200,48,682.0,0.318,1,MORTGAGE,medical,0
A300270,65,47800.0,1.6,14700,48,663.0,0.384,0,MORTGAGE,debt_consolidation,1
A301354,55,56700.0,5.2,60000,36,722.0,0.422,0,RENT,major_purchase,1
A300285,26,81700.0,1.7,24500,36,702.0,0.163,0,MORTGAGE,debt_consolidation,0
A300541,60,40900.0,8.2,13400,36,696.0,0.334,0,MORTGAGE,debt_consolidation,0
A300741,60,88600.0,3.7,18600,12,643.0,0.311,0,MORTGAGE,major_purchase,0
A300444,54,106000.0,3.6,24000,48,684.0,0.328,0,RENT,debt_consolidation,0
A301479,56,49600.0,6.8,19300,24,679.0,0.522,0,MORTGAGE,other,1
A300830,63,69100.0,2.9,10500,48,634.0,0.076,0,RENT,major_purchase,0
A300103,42,53800.0,8.3,10600,36,639.0,0.173,0,MORTGAGE,home_improvement,0
A301481,68,55100.0,1.6,11300,24,787.0,0.273,1,mortgage,other,0
A300099,24,79400.0,4.8,20500,36,788.0,0.204,0,OWN,debt_consolidation,0
A300781,30,,11.8,23500,24,634.0,0.373,0,RENT,other,0
A300803,50,47800.0,0.8,17700,24,656.0,0.351,0,OWN,home_improvement,0
A300855,44,44300.0,8.2,10300,60,691.0,0.046,0,RENT,major_purchase,0
A301263,28,91700.0,2.3,15700,60,703.0,0.438,0,RENT,medical,0
A300495,65,67600.0,1.8,11600,24,689.0,0.481,0,OWN,home_improvement,0
A300432,52,36100.0,0.6,6100,12,670.0,0.3,2,MORTGAGE,debt_consolidation,1
A300142,65,61300.0,10.0,8300,24,639.0,0.415,0,RENT,home_improvement,0
A300827,34,61000.0,1.5,12600,60,782.0,0.226,0,RENT,home_improvement,0
A300166,65,23000.0,2.6,12800,24,637.0,0.22,0,MORTGAGE,medical,1
A300161,40,37400.0,6.0,9400,24,680.0,0.383,0,RENT,other,0
A301160,23,45100.0,8.7,10200,24,716.0,0.246,0,MORTGAGE,other,0
A301040,38,42100.0,4.9,16000,36,673.0,0.38,0,OWN,major_purchase,0
A301137,45,102700.0,17.1,19700,60,569.0,0.3,0,RENT,major_purchase,0
A300007,34,90100.0,4.6,7700,36,759.0,0.267,0,RENT,home_improvement,0
A300173,60,35100.0,3.4,14700,36,654.0,0.208,0,own,debt_consolidation,0
A300446,29,49300.0,1.1,9600,36,661.0,0.339,1,MORTGAGE,debt_consolidation,0
A301496,22,79500.0,16.2,15600,48,673.0,0.206,0,MORTGAGE,other,0
A301424,45,34000.0,1.6,26200,36,581.0,0.436,0,OWN,home_improvement,1
A300866,39,79600.0,17.6,20100,48,,0.228,0,RENT,major_purchase,0
A300579,24,78900.0,5.4,21300,36,765.0,0.324,0,MORTGAGE,home_improvement,0
A301515,63,64300.0,3.6,6500,12,608.0,0.396,1,MORTGAGE,debt_consolidation,0
A300204,67,62900.0,6.6,8800,12,755.0,0.179,1,RENT,debt_consolidation,0
A300902,50,20000.0,3.8,9400,12,712.0,0.377,0,MORTGAGE,medical,0
A300580,61,55200.0,4.2,15700,24,608.0,0.151,1,rent,major_purchase,0
A301480,63,68900.0,5.6,7000,36,551.0,0.283,0,MORTGAGE,other,1
A301136,68,38100.0,4.3,21500,36,682.0,0.179,0,MORTGAGE,other,0
A301400,65,45200.0,12.0,12600,36,647.0,0.097,0,rent,home_improvement,0
A300485,62,,9.8,12000,36,741.0,0.386,0,MORTGAGE,major_purchase,0
A301000,36,79900.0,5.9,11200,60,628.0,0.327,0,MORTGAGE,debt_consolidation,0
A300644,56,64400.0,10.9,22100,36,642.0,0.332,0,MORTGAGE,other,0
A301589,30,99000.0,9.6,5700,60,702.0,0.231,0,MORTGAGE,major_purchase,0
A301488,21,56400.0,6.8,12900,24,755.0,0.276,0,MORTGAGE,debt_consolidation,0
A300859,22,73900.0,11.3,11600,36,726.0,0.274,1,mortgage,debt_consolidation,0
A301281,39,66500.0,6.4,25200,12,554.0,0.179,0,MORTGAGE,debt_consolidation,0
A300003,41,91700.0,8.2,6800,24,573.0,0.419,0,MORTGAGE,major_purchase,0
A301376,54,62000.0,5.7,12400,36,722.0,0.32,0,mortgage,major_purchase,0
A300358,68,26700.0,13.0,8800,48,763.0,0.263,0,MORTGAGE,debt_consolidation,0
A300428,59,80400.0,2.2,14000,36,620.0,0.02,2,RENT,home_improvement,1
A300276,27,109200.0,2.4,54200,24,655.0,0.321,0,MORTGAGE,debt_consolidation,0
A300266,38,77700.0,5.0,9700,12,780.0,0.352,0,RENT,home_improvement,0
A300749,28,38400.0,3.2,15800,24,692.0,0.223,0,RENT,other,0
A301396,67,72400.0,9.8,13200,12,737.0,0.27,1,MORTGAGE,home_improvement,0
A300030,34,80700.0,4.5,43400,24,606.0,0.316,0,RENT,other,0
A300445,60,43100.0,3.7,16500,24,667.0,0.277,1,MORTGAGE,debt_consolidation,0
A300760,51,36700.0,0.6,13000,60,787.0,0.168,1,MORTGAGE,other,0
A300373,65,54100.0,18.6,25200,36,734.0,0.277,0,OWN,medical,1
A301241,57,36500.0,5.3,17900,24,572.0,0.02,0,RENT,medical,0
A301266,45,34000.0,4.9,11700,24,656.0,0.173,0,MORTGAGE,debt_consolidation,0
A301140,63,40100.0,10.5,11800,12,595.0,0.192,0,RENT,debt_consolidation,0
A300617,44,63400.0,6.1,27900,48,687.0,0.02,0,OWN,debt_consolidation,0
A301594,44,44100.0,5.7,25500,24,731.0,0.207,0,RENT,major_purchase,0
A301332,34,32200.0,9.3,32200,36,,0.424,0,OWN,debt_consolidation,0
A300342,57,68700.0,10.2,36600,24,653.0,0.194,0,MORTGAGE,other,0
A301453,31,61000.0,4.7,10700,48,781.0,0.369,0,RENT,home_improvement,1
A301414,26,73200.0,3.0,24000,36,621.0,0.233,1,MORTGAGE,home_improvement,1
A301411,51,24000.0,24.2,35900,48,716.0,0.127,0,OWN,other,0
A300944,42,72400.0,6.8,5900,24,641.0,0.476,0,MORTGAGE,debt_consolidation,0
A300391,32,60500.0,19.6,20600,36,634.0,0.262,0,rent,debt_consolidation,0
A300228,59,51600.0,3.4,13000,36,839.0,0.382,0,MORTGAGE,other,0
A301388,66,60300.0,10.9,11500,12,643.0,0.115,0,RENT,home_improvement,1
A300517,48,49400.0,16.4,6000,36,796.0,0.268,0,MORTGAGE,major_purchase,0
A300479,46,78400.0,6.8,8000,36,571.0,0.489,0,RENT,debt_consolidation,1
A300799,52,21900.0,4.6,16700,24,720.0,0.282,0,mortgage,debt_consolidation,0
A300034,22,68100.0,10.8,23200,48,695.0,0.299,0,RENT,other,1
A300008,59,35200.0,11.0,23400,36,727.0,0.309,0,OWN,debt_consolidation,0
A300231,68,71000.0,8.0,13700,36,664.0,0.438,1,MORTGAGE,major_purchase,1
A300440,54,46500.0,7.2,15100,48,545.0,0.338,0,RENT,major_purchase,0
A300525,63,36600.0,10.9,16200,48,604.0,0.109,0,MORTGAGE,debt_consolidation,0
A300624,44,37100.0,3.5,13800,36,632.0,0.309,0,MORTGAGE,major_purchase,0
A301526,23,124300.0,5.8,19600,60,517.0,0.54,0,MORTGAGE,debt_consolidation,1
A300094,57,64300.0,6.3,15300,36,600.0,0.322,0,RENT,major_purchase,0
A300543,53,81800.0,0.9,9300,36,693.0,0.187,0,RENT,home_improvement,0
A301423,30,52000.0,6.1,18100,36,827.0,0.204,0,MORTGAGE,debt_consolidation,0
A300970,42,61300.0,5.3,21300,48,663.0,0.357,0,MORTGAGE,debt_consolidation,0
A301341,31,97400.0,8.6,16800,36,651.0,0.336,2,MORTGAGE,other,1
A300209,30,54800.0,4.9,19200,12,687.0,0.261,0,rent,medical,0
A301199,30,48800.0,8.0,16500,36,722.0,0.384,1,OWN,debt_consolidation,1
A300281,52,29800.0,4.3,14600,48,674.0,0.421,0,OWN,debt_consolidation,0
A301130,42,26700.0,13.4,14500,36,660.0,0.322,0,RENT,other,0
A300389,48,37000.0,6.0,10400,24,730.0,0.353,0,MORTGAGE,debt_consolidation,0
A300948,28,55400.0,11.1,11800,36,638.0,0.238,0,MORTGAGE,medical,0
A300251,66,63900.0,4.0,30500,36,775.0,0.312,0,MORTGAGE,major_purchase,0
A301410,49,26400.0,7.5,11400,36,676.0,0.02,0,RENT,major_purchase,0
A301157,54,18000.0,3.3,28500,60,731.0,0.39,0,OWN,major_purchase,1
A300890,48,55200.0,2.8,6300,24,685.0,0.123,0,RENT,debt_consolidation,0
A301419,65,116800.0,4.7,45800,24,,0.189,0,MORTGAGE,debt_consolidation,0
A300520,24,81100.0,17.6,20900,36,626.0,0.257,2,MORTGAGE,medical,0
A301036,35,35100.0,11.4,21600,12,677.0,0.397,1,RENT,debt_consolidation,1
A301382,54,107100.0,1.8,21500,48,766.0,0.036,0,RENT,debt_consolidation,0
A300668,36,78800.0,10.3,14000,36,584.0,0.236,0,OWN,home_improvement,0
A301443,60,66700.0,15.4,8900,36,740.0,0.463,0,MORTGAGE,debt_consolidation,1
A300876,62,68400.0,0.7,19000,24,614.0,0.359,0,MORTGAGE,debt_consolidation,0
A301358,31,52600.0,7.3,11500,36,604.0,0.369,1,MORTGAGE,debt_consolidation,0
A301413,67,81500.0,1.9,43400,24,745.0,0.222,1,RENT,debt_consolidation,1
A301013,40,,3.2,18200,12,704.0,0.15,1,MORTGAGE,debt_consolidation,0
A301435,49,30000.0,1.8,14800,36,666.0,0.339,0,RENT,home_improvement,1
A300753,47,65400.0,7.7,16600,12,691.0,0.306,0,RENT,other,0
A301262,43,152900.0,8.6,20300,48,642.0,0.368,0,MORTGAGE,debt_consolidation,0
A300213,67,41800.0,10.6,23500,48,716.0,0.482,0,RENT,home_improvement,0
A301240,45,131200.0,5.1,40900,24,612.0,0.152,0,RENT,home_improvement,0
A300957,67,34500.0,12.1,12300,36,603.0,0.229,0,OWN,major_purchase,0
A301377,66,64800.0,6.7,30200,36,784.0,0.033,0,RENT,debt_consolidation,0
A300567,27,51700.0,9.9,17100,24,662.0,0.286,0,mortgage,other,0
A300068,22,70500.0,1.6,22900,36,654.0,0.426,0,MORTGAGE,debt_consolidation,0
A300085,57,57700.0,2.2,22300,12,584.0,0.436,0,RENT,debt_consolidation,1
A300912,47,26800.0,2.0,30600,48,645.0,0.332,0,RENT,home_improvement,1
A300466,52,37400.0,2.8,31400,36,722.0,0.389,0,RENT,home_improvement,1
A300879,49,90100.0,1.7,14100,12,695.0,0.342,0,MORTGAGE,other,0
A300429,65,38000.0,7.3,26600,12,674.0,0.387,0,OWN,medical,0
A300417,46,71000.0,22.5,13400,60,732.0,0.321,1,RENT,debt_consolidation,0
A300412,53,81500.0,1.1,26100,24,647.0,0.247,0,MORTGAGE,debt_consolidation,0
A300196,60,37100.0,2.0,25100,36,802.0,0.23,1,MORTGAGE,debt_consolidation,0
A301474,46,83600.0,5.8,15800,24,690.0,0.208,0,RENT,medical,0
A300284,63,76900.0,12.6,9600,36,,0.244,0,RENT,debt_consolidation,0
A301135,61,36300.0,4.7,34000,48,644.0,0.269,0,MORTGAGE,medical,0
A301169,51,,9.2,14500,36,668.0,0.053,0,MORTGAGE,debt_consolidation,0
A300666,24,77700.0,7.7,2600,36,647.0,0.414,0,RENT,home_improvement,0
A300684,41,91100.0,7.8,6200,24,,0.32,1,RENT,home_improvement,0
A300380,65,93500.0,2.6,17000,48,740.0,0.168,0,MORTGAGE,medical,0
A301012,27,56100.0,0.4,11700,36,718.0,0.168,0,own,debt_consolidation,0
A301403,31,48600.0,5.2,17000,60,715.0,0.294,1,rent,debt_consolidation,0
A300290,61,122100.0,3.5,7300,12,713.0,0.362,0,MORTGAGE,other,0
A300359,29,22300.0,6.8,14000,12,540.0,0.34,0,MORTGAGE,medical,0
A300364,22,43900.0,5.4,8100,48,,0.267,0,OWN,debt_consolidation,0
