customer_id,signup_date,age,region,plan,monthly_fee,tenure_months,avg_weekly_hours,num_profiles,devices,support_tickets,last_login_days,monthly_spend,payment_method,auto_renew,satisfaction,churned
CU801393,2022-02-13,33,East,Basic,8.99,10,10.2,4,3,0,9,8.99,paypal,1,2.0,0
CU800620,2023-08-13,38,North,Standard,14.99,13,8.2,2,4,0,10,14.99,applepay,0,2.0,0
CU802298,2024-05-16,51,West,Standard,14.99,33,10.3,2,3,0,4,14.99,giftcard,1,3.0,0
CU800933,2025-03-12,34,East,Standard,14.99,54,5.3,1,6,1,8,21.99,card,0,5.0,0
CU801806,2022-08-13,16,North,Standard,14.99,3,4.2,3,2,1,6,14.99,applepay,1,5.0,0
CU800170,2024-04-23,25,North,Basic,8.99,4,3.6,1,5,0,11,12.49,card,1,4.0,0
CU800202,2024-07-21,47,South,Basic,8.99,7,17.7,2,2,0,0,15.99,card,1,3.0,0
CU800673,2023-10-25,37,East,Basic,8.99,3,6.7,1,6,1,0,8.99,card,1,3.0,1
CU802070,2023-10-17,42,East,Standard,14.99,11,6.1,1,5,0,21,18.49,card,1,2.0,0
CU800410,2024-08-12,49,South,Standard,14.99,10,3.3,1,2,0,1,14.99,giftcard,1,3.0,0
CU801506,2022-10-02,24,West,Basic,8.99,12,4.8,3,1,2,3,12.49,card,1,4.0,0
CU802258,2024-02-10,16,East,Basic,8.99,15,6.0,1,3,1,15,8.99,card,1,2.0,1
CU802483,2023-08-16,16,South,Basic,8.99,33,4.3,4,3,0,3,8.99,giftcard,1,4.0,0
CU800843,2025-03-07,21,West,Basic,8.99,4,12.3,3,1,1,2,8.99,card,0,5.0,0
CU801409,2023-07-22,20,East,Standard,14.99,17,15.0,4,2,0,1,14.99,card,1,3.0,0
CU800586,2023-10-16,25,West,Standard,14.99,11,3.9,4,4,2,3,14.99,applepay,1,5.0,0
CU802524,2024-03-20,53,West,Standard,14.99,7,22.8,2,4,1,2,14.99,card,0,,0
CU801507,2024-07-22,25,West,Basic,8.99,9,2.1,2,4,0,10,8.99,card,0,1.0,1
CU800883,2024-07-27,31,South,Basic,8.99,4,10.7,1,2,0,0,8.99,paypal,0,4.0,0
CU801820,2024-12-22,25,North,Premium,19.99,9,4.0,2,5,1,17,19.99,card,1,3.0,0
CU802550,2023-06-04,39,East,Basic,8.99,28,8.0,2,5,2,4,8.99,paypal,1,3.0,0
CU801446,2022-11-06,31,East,Standard,14.99,4,8.0,2,4,0,8,14.99,card,1,4.0,0
CU801385,2024-07-24,16,West,Basic,8.99,6,14.6,1,7,1,2,8.99,card,0,4.0,1
CU801826,2024-07-07,17,South,Standard,14.99,8,3.6,2,3,0,0,14.99,applepay,1,4.0,1
CU800877,2022-02-06,48,North,Premium,19.99,18,8.5,2,1,1,13,19.99,card,1,3.0,0
CU800460,2023-07-19,68,North,Basic,8.99,7,6.7,5,2,0,19,8.99,applepay,0,3.0,0
CU802478,2023-11-18,24,North,Basic,8.99,5,5.2,5,3,1,8,8.99,card,1,1.0,1
CU802150,2024-07-26,40,North,Basic,8.99,7,5.6,1,3,3,24,8.99,card,0,3.0,1
CU801772,2022-03-20,18,North,Standard,14.99,7,2.7,3,3,1,10,18.49,card,1,1.0,1
CU800004,2023-02-03,40,East,Standard,14.99,30,0.3,1,3,0,12,18.49,paypal,1,4.0,0
CU800483,2023-04-28,59,East,Premium,19.99,20,2.5,4,2,1,4,23.49,card,1,4.0,0
CU802146,2024-11-04,30,South,Standard,14.99,1,6.7,3,4,1,8,18.49,card,1,4.0,0
CU800295,2023-08-21,60,East,Basic,8.99,18,13.5,2,2,0,14,8.99,card,0,5.0,0
CU801756,2024-07-30,32,North,Standard,14.99,27,4.9,2,3,0,5,14.99,card,1,2.0,1
CU800646,2023-06-04,69,South,Basic,8.99,26,7.6,2,5,0,6,12.49,paypal,0,5.0,0
CU800748,2025-01-29,34,South,Basic,8.99,30,5.1,4,3,1,55,12.49,applepay,1,5.0,1
CU801106,2022-11-21,36,East,Standard,14.99,20,2.8,3,2,1,42,14.99,giftcard,0,4.0,1
CU801682,2023-04-10,38,East,Premium,19.99,13,7.5,3,7,1,8,26.99,paypal,1,2.0,0
CU800565,2024-03-02,45,South,Standard,14.99,17,3.5,1,3,0,9,18.49,card,1,5.0,0
CU800314,2024-06-03,40,West,Basic,8.99,17,16.9,2,4,1,15,15.99,card,0,4.0,0
CU800251,2024-03-18,37,West,Standard,14.99,4,1.7,3,3,1,2,14.99,applepay,1,4.0,0
CU802584,2024-08-21,37,North,Premium,19.99,17,15.5,1,6,1,14,19.99,card,1,3.0,1
CU800840,2025-04-09,18,South,Premium,19.99,7,1.5,4,2,0,28,23.49,paypal,0,4.0,0
CU801519,2023-05-04,58,East,Basic,8.99,18,4.0,1,4,1,8,12.49,card,1,3.0,0
CU800520,2022-06-02,35,South,Premium,19.99,9,6.1,3,5,1,24,23.49,card,0,4.0,1
CU802020,2024-11-13,37,West,Basic,8.99,28,12.2,3,3,1,2,8.99,applepay,1,5.0,1
CU800157,2022-07-14,40,East,Standard,14.99,13,2.2,2,3,1,31,14.99,card,1,5.0,0
CU801757,2023-09-28,43,West,Basic,8.99,10,6.5,2,8,0,12,8.99,card,1,2.0,1
CU800388,2024-09-19,56,West,Premium,19.99,24,10.3,2,2,0,4,19.99,card,1,3.0,0
CU801027,2025-03-23,24,North,Standard,14.99,2,8.8,3,5,2,11,18.49,paypal,1,2.0,1
CU802582,2022-10-03,29,North,Basic,8.99,5,1.3,1,2,0,2,8.99,applepay,1,3.0,1
CU802261,2023-11-14,47,South,Basic,8.99,12,15.6,5,2,1,8,8.99,paypal,1,3.0,0
CU800059,2022-08-13,49,East,Standard,14.99,21,,2,3,1,3,14.99,giftcard,1,3.0,0
CU800439,2023-06-16,29,North,Standard,14.99,14,,1,7,2,20,14.99,card,0,5.0,1
CU801398,2024-09-23,23,West,Premium,19.99,10,,5,2,1,16,19.99,card,1,4.0,0
CU801829,2025-04-24,41,West,Premium,19.99,12,2.4,2,1,0,22,19.99,card,1,4.0,0
CU800738,2025-03-05,32,East,Premium,19.99,34,4.1,2,4,2,23,19.99,applepay,1,3.0,1
CU802081,2022-02-24,41,West,Standard,14.99,6,4.8,1,2,0,20,18.49,card,1,3.0,0
CU801184,2024-01-07,45,East,Basic,8.99,25,3.3,4,4,1,5,8.99,card,0,4.0,0
CU800713,2024-10-27,39,North,Standard,14.99,3,5.4,1,5,0,8,21.99,card,0,5.0,1
CU800264,2022-12-04,49,West,Standard,14.99,9,3.6,1,2,0,20,14.99,card,1,4.0,0
CU800144,2023-06-23,48,East,Standard,14.99,6,0.6,1,2,1,18,18.49,paypal,1,1.0,0
CU800529,2023-12-05,45,South,Standard,14.99,14,13.0,4,2,0,43,14.99,card,1,5.0,0
CU801256,2022-01-24,48,South,Premium,19.99,12,6.6,1,4,0,50,19.99,paypal,0,3.0,1
CU801369,2022-03-15,24,East,Standard,14.99,7,8.3,4,5,2,25,14.99,paypal,1,4.0,0
CU801164,2023-06-10,39,North,Standard,14.99,15,8.1,2,2,0,1,14.99,paypal,1,4.0,0
CU800502,2022-02-28,34,North,Basic,8.99,9,1.4,1,4,0,9,8.99,card,1,3.0,1
CU802013,2022-11-01,45,North,Standard,14.99,23,0.5,1,2,1,7,18.49,paypal,0,2.0,0
CU800363,2023-01-05,30,South,Basic,8.99,15,1.9,4,4,0,3,12.49,card,1,4.0,0
CU802359,2025-04-03,68,South,Standard,14.99,28,11.0,3,4,0,10,14.99,paypal,1,4.0,0
CU800185,2022-03-29,43,East,Standard,14.99,2,4.8,5,3,1,0,14.99,card,1,4.0,0
CU800242,2022-02-15,38,North,Premium,19.99,4,3.5,3,3,0,9,19.99,card,1,2.0,0
CU801352,2022-05-14,58,South,Standard,14.99,14,5.4,3,2,0,0,14.99,applepay,0,4.0,0
CU802479,2024-03-14,16,south,Premium,19.99,14,5.0,3,5,1,5,23.49,card,1,5.0,0
CU801504,2024-05-12,59,North,Standard,14.99,8,5.9,3,2,1,7,18.49,card,1,4.0,0
CU802355,2024-12-11,39,South,Standard,14.99,5,1.5,1,1,0,4,14.99,card,1,1.0,0
CU800027,2023-04-11,52,North,Standard,14.99,20,3.1,4,6,2,3,14.99,paypal,1,3.0,0
CU801870,2022-12-15,39,South,Premium,19.99,6,2.8,2,3,0,0,19.99,paypal,1,4.0,0
CU800830,2023-04-20,36,East,Basic,8.99,4,8.4,5,5,4,13,8.99,card,1,3.0,1
CU801604,2022-07-28,41,West,Basic,8.99,7,8.2,1,3,0,7,8.99,card,1,,0
CU800159,2023-04-14,37,West,Basic,8.99,2,9.9,2,4,0,14,8.99,paypal,0,4.0,0
CU802039,2022-06-03,72,South,Standard,14.99,3,1.3,4,3,1,17,14.99,paypal,1,1.0,0
CU802324,2023-07-04,44,East,Basic,8.99,11,9.0,1,3,0,3,8.99,card,1,4.0,0
CU800972,2024-02-13,24,South,Premium,19.99,3,3.1,1,1,0,16,19.99,card,0,4.0,1
CU801112,2024-08-06,45,West,Basic,8.99,14,4.9,3,3,0,39,8.99,card,1,1.0,1
CU801427,2025-01-26,74,West,Basic,8.99,1,1.8,3,4,1,0,15.99,card,1,3.0,0
CU801926,2022-03-10,48,West,Basic,8.99,23,1.1,1,3,0,20,8.99,card,0,2.0,1
CU800073,2022-09-19,49,South,Premium,19.99,16,1.1,1,3,0,0,23.49,card,1,5.0,0
CU801079,2023-10-03,19,North,Standard,14.99,6,4.8,3,2,0,7,14.99,card,1,5.0,0
CU801023,2023-09-07,31,North,Basic,8.99,25,2.7,1,4,1,9,8.99,card,1,5.0,1
CU800380,2024-06-25,49,East,Premium,19.99,16,5.7,1,2,2,5,19.99,paypal,0,5.0,0
CU801703,2023-11-02,22,North,Basic,8.99,24,1.5,1,1,0,35,8.99,applepay,1,4.0,0
CU801179,2023-08-17,18,South,Premium,19.99,4,14.3,2,1,0,1,23.49,card,1,4.0,0
CU802304,2023-05-14,31,North,Standard,14.99,20,3.0,1,2,0,3,14.99,card,1,5.0,0
CU802334,2023-10-15,37,West,Standard,14.99,5,9.8,3,1,0,1,14.99,paypal,1,2.0,0
CU801121,2024-01-02,34,North,Basic,8.99,6,5.2,1,3,0,14,8.99,card,0,3.0,0
CU802587,2022-08-07,51,East,Standard,14.99,18,5.7,2,3,0,14,14.99,paypal,1,4.0,0
CU802043,2022-11-27,38,West,Standard,14.99,14,4.6,2,5,1,5,14.99,card,1,5.0,0
CU801653,2023-07-26,43,North,Basic,8.99,14,,2,6,1,17,12.49,card,0,1.0,0
CU800334,2022-08-18,27,West,Standard,14.99,9,0.8,1,2,1,2,14.99,giftcard,1,,0
CU802259,2022-12-11,25,East,Standard,14.99,22,14.0,4,2,0,4,14.99,applepay,1,3.0,1
CU801521,2023-02-05,19,South,Standard,14.99,17,4.8,5,3,1,9,18.49,card,1,4.0,0
CU800869,2024-11-27,46,East,Basic,8.99,13,5.4,1,2,2,9,8.99,card,1,4.0,0
CU801914,2025-01-11,42,East,Standard,14.99,24,14.4,2,2,0,0,14.99,card,1,3.0,0
CU800850,2022-09-09,59,West,Standard,14.99,35,3.8,5,2,1,4,18.49,card,0,3.0,0
CU802577,2024-11-07,51,North,Basic,8.99,12,7.6,2,5,0,9,8.99,card,1,4.0,0
CU800555,2025-03-25,23,West,Standard,14.99,40,3.2,1,1,0,5,14.99,card,1,4.0,0
CU801954,2023-09-30,26,West,Basic,8.99,8,0.8,1,1,1,16,8.99,paypal,0,3.0,1
CU800975,2022-11-26,47,South,Premium,19.99,29,3.6,1,6,0,8,26.99,card,1,3.0,1
CU802154,2025-01-07,29,West,Standard,14.99,6,4.3,1,1,2,0,14.99,card,0,5.0,0
CU802084,2023-05-15,36,South,Standard,14.99,10,3.8,1,2,2,8,14.99,giftcard,0,4.0,0
CU800019,2025-01-13,16,South,Basic,8.99,16,25.5,3,2,1,3,8.99,card,1,4.0,0
CU802322,2023-04-26,45,North,Basic,8.99,9,12.3,4,1,0,2,8.99,card,0,5.0,0
CU800478,2022-09-26,35,South,Premium,19.99,17,2.2,3,3,2,0,19.99,card,1,3.0,0
CU800789,2024-10-16,31,East,Basic,8.99,5,9.3,1,4,0,2,8.99,card,1,3.0,0
CU800294,2022-04-01,30,South,Premium,19.99,4,11.8,1,3,1,6,19.99,paypal,1,4.0,0
CU802017,2023-02-26,34,North,Standard,14.99,16,3.0,5,3,1,8,18.49,card,0,,0
CU800891,2022-07-27,37,South,Basic,8.99,9,9.1,1,2,0,14,12.49,applepay,1,2.0,0
CU800691,2023-09-01,16,South,Standard,14.99,13,5.1,2,4,1,7,14.99,card,1,1.0,0
CU802244,2023-03-28,43,South,Basic,8.99,20,8.3,4,5,0,8,12.49,card,1,5.0,0
CU802541,2022-07-26,16,West,Premium,19.99,19,30.2,4,1,0,60,19.99,applepay,1,,0
CU801344,2024-11-04,20,South,Standard,14.99,9,4.7,1,2,0,4,18.49,paypal,1,2.0,0
CU801187,2024-10-07,46,North,Standard,14.99,12,9.2,3,2,3,0,18.49,card,1,5.0,0
CU800561,2025-02-22,39,North,Premium,19.99,5,11.7,1,3,2,20,26.99,card,1,2.0,1
CU800194,2024-01-12,53,East,Standard,14.99,4,5.2,1,3,0,9,14.99,card,1,1.0,1
CU801348,2023-11-10,25,North,Basic,8.99,3,1.8,5,4,0,14,8.99,paypal,1,3.0,0
CU801310,2022-10-01,42,South,Standard,14.99,3,2.2,2,3,0,1,14.99,card,1,4.0,0
CU800258,2023-08-24,73,North,Standard,14.99,21,,2,4,0,15,14.99,card,1,4.0,0
CU801485,2024-01-29,34,South,Standard,14.99,12,7.1,3,4,0,0,14.99,giftcard,1,3.0,0
CU800852,2022-10-26,43,west,Standard,14.99,13,8.4,3,4,0,0,18.49,card,0,5.0,0
CU801987,2023-05-25,34,East,Standard,14.99,14,4.6,1,2,0,0,21.99,applepay,0,,0
CU801581,2024-01-03,37,East,Basic,8.99,26,5.6,3,3,0,27,8.99,card,0,4.0,1
CU801531,2023-09-03,37,South,Premium,19.99,50,4.1,4,1,0,5,19.99,applepay,0,3.0,0
CU801431,2023-10-27,42,North,Basic,8.99,30,6.0,2,2,0,42,8.99,card,0,4.0,0
CU801526,2025-03-08,51,North,Standard,14.99,3,6.9,1,3,0,0,14.99,card,0,4.0,0
CU802320,2024-09-30,35,East,Standard,14.99,38,,1,6,1,26,14.99,paypal,1,1.0,0
CU801480,2023-02-12,34,North,Standard,14.99,3,6.1,2,4,0,0,18.49,applepay,1,4.0,0
CU801771,2022-05-28,37,North,Standard,14.99,12,5.8,2,3,1,8,14.99,card,0,4.0,1
CU802447,2023-08-11,34,North,Standard,14.99,5,9.4,1,3,0,6,14.99,applepay,1,4.0,0
CU800778,2023-03-21,52,South,Standard,14.99,5,11.8,1,4,0,17,14.99,card,1,5.0,0
CU800678,2025-01-24,18,North,Standard,14.99,12,6.5,3,6,2,3,14.99,card,0,4.0,0
CU801638,2023-09-12,43,South,Basic,8.99,25,0.4,3,3,0,4,8.99,card,1,4.0,0
CU802273,2022-07-23,32,South,Basic,8.99,21,13.8,3,2,1,2,8.99,paypal,0,3.0,0
CU802143,2022-01-23,30,North,Standard,14.99,5,2.1,5,3,0,16,14.99,paypal,1,2.0,1
CU800814,2022-08-06,40,South,Standard,14.99,3,17.1,1,2,1,2,14.99,giftcard,1,4.0,0
CU801099,2024-07-08,37,East,Basic,8.99,5,2.3,3,7,2,17,8.99,card,1,3.0,0
CU801262,2022-08-12,16,South,Premium,19.99,3,1.2,5,3,1,26,19.99,paypal,0,4.0,1
CU800397,2022-08-15,29,South,Standard,14.99,21,5.3,2,2,0,6,18.49,paypal,1,3.0,0
CU801643,2024-12-20,31,West,Standard,14.99,22,16.9,2,5,2,3,14.99,card,0,3.0,0
CU800209,2023-02-13,50,West,Standard,14.99,22,5.4,4,6,0,18,14.99,paypal,1,3.0,0
CU801799,2024-04-01,40,North,Standard,14.99,27,1.4,5,3,0,5,14.99,card,1,2.0,0
CU802317,2022-10-09,26,North,Basic,8.99,17,6.9,5,2,0,21,8.99,paypal,1,,0
CU800196,2024-03-08,19,West,Basic,8.99,11,11.8,2,1,2,22,8.99,paypal,1,3.0,1
CU800887,2022-07-30,37,North,Basic,8.99,5,1.6,3,2,2,11,15.99,card,1,3.0,0
CU801525,2022-06-05,49,South,Standard,14.99,37,7.2,4,4,1,18,14.99,paypal,0,5.0,0
CU801617,2023-02-06,49,North,Premium,19.99,20,,5,1,1,9,19.99,card,1,,0
CU800324,2023-03-08,36,West,Standard,14.99,5,2.3,1,2,0,9,14.99,card,1,3.0,0
CU802064,2025-03-11,24,North,Premium,19.99,17,11.4,4,1,3,5,23.49,card,0,2.0,0
CU800419,2025-01-26,53,North,Standard,14.99,6,4.9,4,4,1,9,14.99,card,1,4.0,0
CU800662,2022-09-28,41,East,Standard,14.99,29,14.5,2,3,0,6,18.49,card,0,4.0,0
CU802114,2023-07-13,38,North,Standard,14.99,14,4.0,2,5,2,15,18.49,card,1,5.0,0
CU801832,2023-08-11,49,South,Standard,14.99,2,5.1,2,4,1,12,14.99,card,0,4.0,1
CU802590,2024-07-27,22,East,Basic,8.99,4,3.8,1,5,1,10,8.99,card,0,5.0,1
CU801855,2022-05-26,29,North,Premium,19.99,30,1.5,2,2,0,15,19.99,card,1,4.0,0
CU801881,2024-11-08,22,West,Standard,14.99,17,0.8,4,4,1,4,14.99,card,1,5.0,0
CU800802,2025-02-02,43,East,Basic,8.99,8,7.1,2,2,0,19,12.49,card,0,3.0,0
CU800660,2023-05-02,22,East,Basic,8.99,28,1.5,5,1,2,7,12.49,card,1,3.0,0
CU800633,2023-10-29,60,South,Standard,14.99,22,5.7,2,2,0,15,14.99,card,0,3.0,0
CU800489,2023-08-28,50,South,Basic,8.99,8,7.9,2,3,1,11,8.99,card,0,1.0,1
CU800497,2024-08-06,62,North,Standard,14.99,16,15.6,2,4,0,0,14.99,card,0,4.0,0
CU802357,2022-07-22,48,East,Premium,19.99,17,14.3,1,2,0,5,19.99,card,1,5.0,0
CU802412,2022-11-22,24,South,Standard,14.99,24,6.9,3,4,1,0,21.99,paypal,1,5.0,1
CU800551,2022-12-10,16,North,Basic,8.99,13,16.1,2,1,1,16,8.99,card,1,4.0,0
CU801180,2023-11-21,38,West,Standard,14.99,8,3.9,3,2,0,10,14.99,card,1,4.0,0
CU802006,2023-01-10,45,East,Premium,19.99,19,0.2,1,3,2,7,19.99,card,1,4.0,0
CU801133,2022-03-09,48,East,Premium,19.99,6,14.7,1,5,1,1,23.49,paypal,1,4.0,0
CU801426,2023-11-08,28,South,Premium,19.99,2,15.2,2,3,0,7,23.49,card,1,4.0,1
CU801372,2023-01-19,64,West,Standard,14.99,55,10.9,4,2,1,0,18.49,card,1,3.0,0
CU801030,2024-01-28,27,North,Premium,19.99,19,1.9,1,6,0,5,19.99,giftcard,1,3.0,0
CU801586,2025-05-04,22,East,Premium,19.99,33,5.0,4,3,0,16,19.99,card,0,5.0,1
CU801923,2024-01-15,55,East,Standard,14.99,8,8.5,2,4,1,3,14.99,card,0,5.0,0
CU801094,2023-07-23,54,North,Basic,8.99,11,8.3,1,1,0,4,15.99,card,1,4.0,0
CU801620,2023-05-03,35,South,Standard,14.99,13,5.6,2,2,0,1,14.99,card,0,4.0,0
CU800674,2022-01-05,37,North,Basic,8.99,9,7.1,4,2,0,0,15.99,paypal,1,2.0,0
CU801918,2024-12-26,44,south,Basic,8.99,2,13.5,2,2,1,7,12.49,paypal,1,4.0,0
CU800525,2025-05-28,38,North,Standard,14.99,12,8.0,3,3,2,0,14.99,card,1,4.0,0
CU800440,2022-11-23,28,East,Premium,19.99,6,11.3,4,2,2,6,19.99,paypal,1,2.0,0
CU800709,2025-01-24,23,East,Standard,14.99,27,1.9,3,2,1,14,14.99,card,1,4.0,0
CU801252,2024-05-05,34,South,Basic,8.99,10,3.4,2,4,1,0,8.99,applepay,1,5.0,0
CU800272,2023-05-27,32,South,Standard,14.99,5,12.7,1,2,0,0,14.99,card,1,,0
CU801786,2024-11-09,51,South,Standard,14.99,29,1.2,1,2,0,0,14.99,paypal,1,2.0,0
CU802041,2023-12-12,49,East,Standard,14.99,16,,2,3,0,32,14.99,paypal,0,3.0,0
CU800467,2024-05-16,24,West,Standard,14.99,21,5.0,2,3,0,12,14.99,card,0,4.0,0
CU801460,2025-03-20,24,West,Standard,14.99,21,14.4,2,1,0,7,14.99,card,0,4.0,0
CU800637,2023-03-03,52,South,Basic,8.99,15,1.3,1,3,1,0,8.99,giftcard,0,4.0,0
CU800080,2023-03-27,28,South,Basic,8.99,15,6.6,2,1,0,10,8.99,card,0,3.0,0
CU801952,2022-10-07,46,West,Standard,14.99,8,1.9,1,4,1,8,14.99,paypal,1,,1
CU800811,2024-12-05,45,East,Basic,8.99,6,9.8,4,6,0,3,12.49,card,0,5.0,0
CU800932,2024-10-24,43,North,Standard,14.99,28,1.6,1,2,0,11,14.99,card,1,5.0,0
CU801271,2024-06-23,38,North,Standard,14.99,16,5.9,1,1,3,13,18.49,card,1,,0
CU802266,2022-05-20,21,East,Standard,14.99,17,5.7,2,8,0,8,14.99,applepay,1,4.0,0
CU801294,2023-11-19,46,East,Premium,19.99,7,2.3,3,3,2,2,23.49,paypal,1,4.0,1
CU800471,2022-11-09,33,North,Basic,8.99,12,2.7,5,3,0,6,12.49,giftcard,1,5.0,0
CU800896,2022-02-19,41,North,Premium,19.99,15,3.2,1,2,1,10,19.99,card,1,3.0,0
CU800131,2025-02-16,29,West,Standard,14.99,17,11.5,2,1,1,14,14.99,paypal,1,3.0,0
CU802385,2023-04-15,31,west,Basic,8.99,5,6.3,3,4,1,8,12.49,paypal,1,3.0,1
CU802378,2022-03-28,70,South,Basic,8.99,3,,2,3,0,6,8.99,applepay,1,1.0,0
CU801630,2025-01-25,38,North,Standard,14.99,9,6.4,1,1,1,7,14.99,applepay,0,,0
CU801563,2022-02-13,56,East,Standard,14.99,5,8.3,2,5,0,17,21.99,giftcard,1,3.0,0
CU802350,2022-06-24,43,West,Basic,8.99,7,8.7,2,3,0,22,8.99,card,1,4.0,0
CU801980,2025-04-23,33,south,Basic,8.99,20,3.5,3,4,1,10,12.49,giftcard,1,4.0,0
CU801553,2022-05-13,50,East,Basic,8.99,6,6.1,1,4,2,0,12.49,giftcard,1,2.0,1
CU800851,2023-06-19,32,South,Standard,14.99,16,3.8,2,3,1,11,14.99,card,0,,0
CU801366,2024-08-06,45,North,Standard,14.99,31,7.5,2,2,0,0,14.99,card,1,4.0,0
CU801821,2025-01-13,53,South,Standard,14.99,15,3.2,2,3,0,0,14.99,card,0,4.0,0
CU801664,2024-01-04,47,South,Standard,14.99,9,4.8,1,4,0,13,14.99,paypal,1,4.0,0
CU800097,2024-10-24,36,South,Basic,8.99,4,11.4,1,3,2,20,12.49,paypal,1,4.0,0
CU800831,2023-06-03,64,East,Basic,8.99,17,25.2,3,3,0,5,8.99,card,1,3.0,0
CU801362,2022-03-15,27,West,Premium,19.99,26,8.7,2,5,1,4,23.49,card,1,2.0,0
CU800387,2023-12-16,46,East,Basic,8.99,14,4.1,1,2,1,2,8.99,card,0,4.0,1
CU800256,2023-06-20,35,East,Basic,8.99,19,,2,3,1,1,8.99,paypal,1,4.0,0
CU801162,2024-08-06,24,East,Standard,14.99,6,8.4,1,5,1,6,14.99,card,1,3.0,0
CU801356,2024-12-19,41,South,Basic,8.99,23,14.7,5,4,0,3,8.99,paypal,0,1.0,1
CU801278,2022-01-02,41,North,Standard,14.99,8,5.8,1,3,0,0,14.99,applepay,1,4.0,0
CU801403,2023-07-29,54,North,Standard,14.99,21,2.9,1,7,1,2,18.49,card,0,1.0,0
CU801596,2023-09-02,45,West,Basic,8.99,10,10.7,2,3,0,2,8.99,card,1,3.0,0
CU800842,2022-06-06,35,West,Standard,14.99,2,15.7,1,4,1,7,14.99,card,1,5.0,0
CU802445,2024-04-05,20,North,Basic,8.99,14,2.8,2,2,0,7,8.99,card,1,3.0,0
CU800012,2023-12-08,25,North,Basic,8.99,11,6.4,1,1,0,2,12.49,card,1,4.0,1
CU800311,2024-02-09,32,North,Standard,14.99,22,,1,2,1,8,14.99,card,1,4.0,0
CU800500,2022-12-26,20,West,Premium,19.99,13,4.8,3,6,1,6,23.49,card,1,4.0,0
CU802386,2023-05-11,60,West,Premium,19.99,2,0.6,2,2,2,4,19.99,card,1,2.0,0
CU800543,2022-12-16,36,South,Basic,8.99,1,21.1,3,1,2,14,8.99,card,1,4.0,0
CU800915,2023-09-29,47,West,Basic,8.99,12,7.7,3,2,0,13,12.49,paypal,0,4.0,0
CU800356,2023-11-01,39,South,Standard,14.99,15,2.6,3,5,0,17,18.49,giftcard,1,4.0,0
CU800195,2024-04-06,24,East,Basic,8.99,32,4.9,1,3,1,16,8.99,applepay,1,5.0,0
CU802033,2025-04-28,37,North,Standard,14.99,4,7.9,1,3,0,0,14.99,card,0,,0
CU800517,2023-01-13,38,South,Premium,19.99,20,1.6,4,3,1,8,19.99,paypal,1,,0
CU800689,2022-03-15,16,West,Premium,19.99,13,5.6,2,6,2,0,23.49,paypal,1,2.0,0
CU801979,2024-02-03,39,North,Basic,8.99,18,,2,1,1,4,8.99,card,1,4.0,0
CU801554,2024-04-07,30,South,Basic,8.99,22,3.9,1,4,2,16,8.99,card,0,4.0,0
CU800313,2023-11-18,22,South,Premium,19.99,24,2.0,4,1,2,0,19.99,card,1,1.0,0
CU801981,2025-01-24,44,West,Premium,19.99,11,4.2,3,5,0,5,19.99,card,1,5.0,0
CU802288,2025-03-14,21,West,Standard,14.99,7,7.1,3,1,0,4,14.99,paypal,0,3.0,1
CU800776,2022-10-08,53,South,Basic,8.99,18,4.4,5,6,0,10,8.99,card,0,,0
CU800889,2024-11-14,41,South,Premium,19.99,16,7.4,3,3,0,10,19.99,card,0,4.0,0
CU802311,2022-12-13,16,East,Standard,14.99,20,3.7,2,2,1,4,14.99,paypal,1,4.0,1
CU801047,2022-06-15,46,north,Basic,8.99,35,0.7,1,5,1,8,8.99,paypal,0,4.0,0
CU801197,2023-07-31,30,North,Premium,19.99,13,11.5,4,4,3,13,19.99,applepay,1,,0
CU801779,2025-02-01,44,South,Standard,14.99,16,9.3,1,1,0,0,18.49,giftcard,1,4.0,0
CU802442,2025-03-27,53,West,Basic,8.99,7,6.6,1,5,0,21,8.99,card,0,5.0,0
CU801389,2022-02-19,37,West,Standard,14.99,19,2.2,1,3,2,22,14.99,applepay,1,5.0,0
CU801598,2024-09-23,16,South,Basic,8.99,4,0.7,1,3,0,13,12.49,card,1,3.0,0
CU802583,2025-03-13,37,North,Premium,19.99,8,11.7,2,3,2,17,23.49,applepay,1,5.0,0
CU802213,2025-02-11,31,East,Premium,19.99,16,5.3,4,5,1,11,19.99,applepay,1,5.0,0
CU802315,2023-05-07,50,North,Basic,8.99,5,4.6,1,2,2,2,8.99,card,1,5.0,0
CU801520,2022-08-04,36,North,Basic,8.99,7,6.7,1,2,0,12,8.99,card,0,2.0,0
CU801685,2022-09-01,53,North,Basic,8.99,34,3.5,1,3,1,4,8.99,card,0,5.0,0
CU800049,2025-02-15,35,South,Premium,19.99,11,7.8,1,4,0,11,23.49,applepay,0,1.0,1
CU801486,2023-05-20,32,West,Standard,14.99,8,11.7,1,5,1,4,18.49,card,1,3.0,0
CU800576,2024-11-26,43,North,Basic,8.99,16,3.1,2,2,0,3,8.99,card,0,3.0,0
CU800894,2023-09-06,59,South,Basic,8.99,21,2.9,3,4,1,4,8.99,card,0,4.0,0
CU801742,2025-05-29,51,South,Basic,8.99,13,2.8,3,2,0,8,12.49,card,1,3.0,1
CU800096,2025-05-02,21,South,Premium,19.99,5,8.7,2,2,3,5,19.99,card,1,1.0,0
